index,s1,r,s2
"1504","Jackie","speak","strong accents"
"1504","Maddie","speak","strong accents"
"1505","Chicken Soup","made from","old recipe"
"1506","Abie 's Irish Rose",",","play"
"1506","Abie 's Irish Rose",",","movie"
"1506","Abie 's Irish Rose","in","1920s"
"1506","Anne Nichols",",","author"
"1506","Anne Nichols","lost","plagiarism suit"
"1506","plagiarism suit","on the grounds","plot has entered the public domain"
"1507","Bridget Loves Bernie",",","CBS sitcom"
"1507","Bridget Loves Bernie",",","1972"
"1508","Daniel Akerson",",","MCI"
"1508","Daniel Akerson",",","chief financial officer"
"1509","MCI","In","national over-the-counter trading"
"1509","MCI","fell","$ 2.625"
"1509","MCI","fell","to $ 42.375"
"1510","Charles Schellke","an","analyst"
"1510","analyst","with","Smith Barney , Harris Upham & amp ; Co"
"1511","The company","new","PrimeTime calling plan"
"1511","PrimeTime calling plan","competes with","American"
"1511","American","'s","Reach Out America plan"
"1512","MCI","12 %","overall long-distance telephone market"
"1512","MCI","just under 10 %","residential market"
"1512","residential market","of","$ 23 billion"
"1513","MCI","recorded","cash positive quarter"
"1513","cash positive quarter","its","fourth in a row"
"1514","Southwestern Bell Corp","said","net dropped 8.7 %"
"1514","net dropped 8.7 %","result of","franchise tax refund"
"1514","franchise tax refund","received","last year"
"1514","franchise tax refund","its","Southwestern Bell Telephone Co"
"1514","result of","a","production shift"
"1514","production shift","of","Yellow Pages directories"
"1514","Yellow Pages directories","to","the fourth quarter"
"1514","result of","a","rate refund"
"1514","rate refund","in","Missouri"
"1515","Southwestern Bell","'s","Chairman"
"1515","Chairman","'s","Zane E. Barnes"
"1516","Interprovincial","transports","crude"
"1516","crude","produced in","western Canada"
"1516","75 %","of","crude"
"1516","Interprovincial","transports","light crude"
"1516","60 %","of","total volume"
"1516","total volume","consists of","light crude"
"1517","Canada","exports to","crude oil"
"1517","crude oil","transported","Interprovincial 's system"
"1517","Interprovincial 's system","whose","main line"
"1517","main line","runs from","Edmonton"
"1517","Edmonton","to","major U.S"
"1517","Edmonton","to","Great Lakes region"
"1517","Great Lakes region","including","Chicago"
"1517","Great Lakes region","including","Buffalo"
"1517","Great Lakes region","including","Toronto"
"1518","Canada","'s","oil exports"
"1518","oil exports","to","U.S"
"1518","John Lichtblau",",","president"
"1518","president","of","Petroleum Industry Research Foundation"
"1519","Canada","as","fourth-largest source"
"1519","fourth-largest source","of","imported crude"
"1519","Canada","behind","Saudi Arabia"
"1519","Canada","behind","Nigeria"
"1519","Canada","behind","Mexico"
"1520","Canada","declining","crude output"
"1521","delay","of","proposed expansion"
"1521","Interprovincial","'s","proposed expansion"
"1521","Canadian imports","are","limited"
"1522","terms","of","proposed two-step expansion"
"1522","proposed two-step expansion","required","regulatory approval"
"1523","ethnic tensions","in","America"
"1524","Jews","in","New York City"
"1524","blacks","in","New York City"
"1525","Jackie Mason",",","veteran Jewish comedian"
"1525","Jackie Mason","appearing in","ABC sitcom"
"1525","ABC sitcom","airing","Tuesday nights"
"1526","implications","for","policy holders"
"1526","Farmers","'","policy holders"
"1527","Sir James","'s","advances"
"1528","sales period","of","1990 model year"
"1529","GM","had","sales"
"1529","sales","in","August"
"1529","sales","in","September"
"1529","sales","in","October"
"1529","October","results","fall"
"1529","car and truck","results","fall"
"1530","other U.S. automakers","were","flat"
"1531","Tom Kelly",",","sales manager"
"1531","sales manager","for","Bill Wink Chevrolet"
"1531","Bill Wink Chevrolet","in","Dearborn"
"1531","Dearborn",",","Mich"
"1532","GM","'s","domestic car sales"
"1532","domestic car sales","dropped","24.3 %"
"1532","domestic trucks","down","28.7 %"
"1532","down","from","year ago"
"1533","divisions","except","Cadillac"
"1533","divisions","showed","declines"
"1534","Cadillac","competition from","Lexus"
"1534","luxury-car division","of","Toyota Motor Corp"
"1535","BULL HN INFORMATION SYSTEMS Inc","is","unit"
"1535","unit","of","Cie. des Machines Bull"
"1536","Axa-Midi Assurances","of","France"
"1536","Axa-Midi Assurances","gave","details"
"1536","details","of","financing plans"
"1536","financing plans","proposed","$ 4.5 billion acquisition"
"1536","$ 4.5 billion acquisition","of","Farmers Group Inc"
"1537","Sir James Goldsmith","'s","unfriendly takeover attempt"
"1537","unfriendly takeover attempt","for","B.A.T Industries PLC"
"1537","B.A.T Industries PLC",",","British tobacco"
"1537","B.A.T Industries PLC",",","retailing"
"1537","B.A.T Industries PLC",",","paper"
"1537","B.A.T Industries PLC",",","financial"
"1537","B.A.T Industries PLC","parent","Los Angeles-based Farmers"
"1538","Goldsmith","acquisition","Farmers"
"1538","Sir James","in","August"
"1538","Sir James","agreed","sell Farmers"
"1538","sell Farmers","to","Axa"
"1539","Axa","agreed","invest $ 1 billion"
"1539","invest $ 1 billion","in","Hoylake Investments Ltd"
"1539","Sir James","'s","acquisition vehicle"
"1539","acquisition vehicle",",","Hoylake Investments Ltd"
"1540","$ 5.5 billion to","paid to","Hoylake"
"1540","$ 5.5 billion to","by","Axa"
"1540","$ 1 billion","from","available resources"
"1540","available resources","of","Axa-Midi Group"
"1540","Axa 's","parent","Axa-Midi Group"
"1540","$ 2.25 billion","in the form","notes"
"1540","notes","issued","by Axa"
"1540","$ 2.25 billion","in","long-term bank loans"
"1541","Claude Bebear",",","chairman"
"1541","Claude Bebear",",","chief executive officer"
"1541","chief executive officer","of","Axa"
"1541","chairman","of","Axa"
"1541","Axa","obtained","assurances"
"1541","assurances","from","group of banks"
"1541","group of banks","led by","Cie . Financiere de Paribas"
"1541","group of banks","provide","loan portion"
"1541","loan portion","of","financing"
"1542","banking companies","in","group"
"1542","group",",","Societe Generale , BankAmerica Corp"
"1542","group",",","Citicorp"
"1543","Axa-Midi Group","has","$ 2.5 billion"
"1543","$ 2.5 billion","of","non-strategic assets"
"1543","non-strategic assets","can and will","sell"
"1543","non-strategic assets","pay off","debt"
"1544","Working Group","In","May 1988"
"1544","Working Group","made up","representatives"
"1544","representatives","from","Federal Reserve"
"1544","representatives","from","Treasury"
"1544","representatives","from","Securities and Exchange Commission"
"1544","representatives","from","Commodity Futures Trading Commission"
"1544","representatives","endorsed","circuit breakers"
"1545","If S & amp ; P futures","fall","5 points"
"1545","5 points","at","opening"
"1546","If Dow Industrials","fall","25 points"
"1546","25 points","at","opening"
"1546","contract trading","pauses","10 minutes"
"1547","NYSE program trades","diverted","separate computer file"
"1547","separate computer file","determine","buy and sell orders"
"1548","If S & amp ; P futures","fall","30 points"
"1548","trading","restricted","an hour"
"1550","contracts","","S & amp ; P"
"1550","contracts","","MMI"
"1551","If DJIA","drops","400 points"
"1551","Big Board","halts trading","two hours"
"1552","Trading","in","futures"
"1552","futures","also","halted"
"1552","futures","","MMI"
"1552","futures","","S & amp ; P"
"1553","Sik Chi Wan",",","director"
"1553","director","of","Po Lin Monastery"
"1554","Joel Rocha Garza","","Mexican"
"1554","Joel Rocha Garza","sold","block of 600,000 shares"
"1554","block of 600,000 shares","of","Smith Laboratories Inc. common stock"
"1555","Mr. Rocha Garza","filing with","Securities and Exchange Commission"
"1555","600,000 shares","on","Oct. 11"
"1555","600,000 shares","for","$ 1.4 million"
"1555","600,000 shares","for","$ 2.375 a share"
"1555","Lahus II Inc","bought","600,000 shares"
"1555","Lahus III Inc","bought","600,000 shares"
"1556","affiliated",",","Mr. Rocha Garza"
"1556","affiliated",",","Clarendon Group Ltd"
"1556","affiliated",",","Biscayne"
"1556","affiliated",",","Lahus II"
"1556","affiliated",",","Lahus III"
"1556","affiliated","hold","combined stake"
"1556","combined stake","of","1,234,100 shares"
"1556","combined stake","of","9.33 %"
"1557","Mr. Rocha Garza","wants to purchase","more shares"
"1558","Timothy Wollaeger",",","President"
"1558","President",",","Smith Laboratories"
"1558","Smith Laboratories","In","San Diego"
"1559","West German distributor","reached","joint marketing agreement"
"1559","joint marketing agreement","with","subsidiary"
"1559","subsidiary","of","Hoechst AG"
"1559","subsidiary","makes","anti-clotting agent streptokinase"
"1559","West German distributor","of","heart drug TPA"
"1560","Boehringer-Ingleheim","'s","Dr. Karl Thomae G.m.b.H . subsidiary"
"1560","Hoechst","'s","Behringwerke subsidiary"
"1560","Dr. Karl Thomae G.m.b.H . subsidiary","longtime","West German distributor"
"1560","agreement","between","Dr. Karl Thomae G.m.b.H . subsidiary"
"1560","agreement","between","Behringwerke subsidiary"
"1560","agreement","attempt to expand","market"
"1560","market","for","blood-clot drugs"
"1561","agreement","calls","Hoechst"
"1561","Hoechst","promote","TPA"
"1561","TPA","for","heart patients"
"1561","TPA","for","streptokinase"
"1561","streptokinase","for","other clot-reducing purposes"
"1562","Dataproducts Inc","filed","lawsuit"
"1562","lawsuit","in","Delaware Chancery Court"
"1562","lawsuit","block","tender offer"
"1562","tender offer","by","DPC Acquisition Partners"
"1562","lawsuit","alleging","hostile offer"
"1562","hostile offer","violates","standstill agreement"
"1563","union","rejected","offer"
"1563","company","'s","offer"
"1563","strike","Before","rejected"
"1563","strike","was","launched"
"1563","launched","with","graveyard shift"
"1563","graveyard shift","of","Oct. 4"
"1564","David Smith","an","analyst"
"1564","analyst","with","Raymond James & amp ; Associates"
"1565","Phillip Brannon","of","Merrill Lynch Capital Markets"
"1566","Mr. Smith","'s","words"
"1567","Boeing","closed","$ 54.50 a share"
"1567","Boeing","composite trading","New York Stock Exchange"
"1567","$ 54.50 a share","off","12.5 cents"
"1568","Chairman Frank Shrontz","In a","statement"
"1569","spending","on","Pentagon programs"
"1569","spending","is","shrinking"
"1569","Boeing","is","prime contractor"
"1569","Boeing","is","major supplier"
"1569","major supplier","on","military projects"
"1569","military projects","including","B-2 Stealth bomber"
"1569","military projects","including","V-22 Osprey tilt-rotor aircraft"
"1569","military projects","including","tactical fighter"
"1569","Air Force","'s","tactical fighter"
"1570","defense business","record","significant loss"
"1570","company","'s","defense business"
"1570","significant loss","in","1989"
"1571","Foothills Pipe Lines Ltd","filed","application"
"1571","application","with","Canadian regulators"
"1571","application","build","pipeline"
"1571","pipeline","to","transport"
"1571","natural gas","from","Arctic"
"1571","natural gas","to","transport"
"1571","Arctic","to","U.S. markets"
"1571","Canada","'s","Arctic"
"1572","application","by","Foothills"
"1572","Foothills","owned by","Nova Corp"
"1572","Nova Corp","of","Alberta"
"1572","Foothills","owned by","Westcoast Energy Inc"
"1572","Westcoast Energy Inc","of","Vancouver"
"1572","Vancouver",",","Canada"
"1572","Canada","'s","Mackenzie River delta"
"1572","right","to","transport"
"1572","transport","quantities of","gas"
"1572","application","to","transport"
"1573","Rick Hillary",",","natural gas manager"
"1573","natural gas manager","of","Independent Petroleum Association of Canada"
"1573","Independent Petroleum Association of Canada","industry group","an"
"1574","transporting gas","from","Arctic"
"1574","Arctic","to","southern markets"
"1575","TransCanada PipeLines Ltd",",","natural gas pipeline operator"
"1575","Canada","'s","natural gas pipeline operator"
"1576","consortium","of","oil and gas producers"
"1576","oil and gas producers","won","conditional approval"
"1576","conditional approval","from","National Energy Board"
"1576","Canada","'s","National Energy Board"
"1576","conditional approval","to","export"
"1576","export","9.2 trillion cubic feet of","Mackenzie delta gas"
"1576","Mackenzie delta gas","to","U.S"
"1576","export","in","1996"
"1577","Shell Canada Ltd","unit of","Royal Dutch\/Shell Group"
"1577","Esso Resources Canada Ltd","unit of","Imperial Oil Ltd"
"1577","Esso Resources Canada Ltd","owned by","Exxon Corp"
