index,s1,r,s2
"583","Dodge Challenger SRT Demon","its","supercharged 6.2-liter Hemi V8"
"584","Ian Robertson","’","BMW board member"
"584","CarAdvice","8 Series Concept launch","8 Series Concept launch"
"584","Ian Robertson","at","8 Series Concept launch"
"584","Volkswagen Group","’","Sedric Concept"
"584","BMW","’","Vision Next 100 Concept"
"584","Vision Next 100 Concept","featured","steering wheel"
"584","Vision Next 100 Concept","featured","center console retract"
"584","Vision Next 100 Concept","featured","headrests"
"585","Lamborghini","the","Italian supercar maker"
"585","Lamborghini","produce","8,000 units"
"585","8,000 units","of","Huracan"
"585","Huracan Spyder","shade","Grigio Lynx"
"585","Huracan Spyder","destined","UK"
"585","Gallardo","predecessor","Grigio Lynx"
"585","Huracan 580-2","the","rear-wheel drive"
"585","Huracan Performante","packs","630-hp 5.2-liter V10"
"586","Australia-based",",","Holden"
"586","Holden","is","shutting its doors"
"586","Commodore","being","killed off"
"586","Holden",",","Commodore"
"586","Commodore","adapted","Vauxhall VXR8"
"586","6.2-liter V8","produces","577 horsepower"
"586","PSA","took","Vauxhall"
"587","Subaru","teamed up","Grabowski Brothers Racing"
"587","Subaru","Crawford Performance","Crawford Performance"
"587","Subaru","modified","Crosstrek"
"587","Ensenada",",","BC Mexico"
"587","Grabowski Brothers",",","Dusty"
"587","Crosstrek","in","Ensenada"
"587","Crosstrek","built","Quirt Crawford"
"587","Quirt Crawford","for","Class 5 event"
"588","Jay Leno","get","Joe Biden"
"588","former Secretary of State",",","Colin Powell"
"588","Colin Powell","brought along","Corvette"
"588","Corvette",",","2015"
"588","Joe Biden","star in","Jay Leno ’ s Garage"
"588","Colin Powell","star in","Jay Leno ’ s Garage"
"589","Ford","introduce","EcoSport subcompact SUV"
"589","EcoSport subcompact SUV","to","North American market"
"589","EcoSport subcompact SUV","introduce","2016 LA Auto Show"
"589","EcoSport","never been sold in","North America"
"589","DJ Khaled","on","Snapchat"
"589","DJ Khaled","introducing","Ford EcoSport"
"589","Ford EcoSport","with","1.0-liter three-cylinder engine"
"589","Ford EcoSport","with","2.0-liter four-cylinder"
"589","Fiesta ST","'s","1.6-liter EcoBoost unit"
"589","1.6-liter EcoBoost unit","with","197 hp"
"590","Tata","revolutionized","Jaguar"
"590","Jaguar","had a distinct advantage over","Maserati"
"590","Jaguar","had a distinct advantage over","Alfa Romeo"
"590","Jaguar","had a distinct advantage over","Lamborghini"
"590","Porsche","have their dealership lots brimming with","four-wheel drive machines"
"590","BMW","have their dealership lots brimming with","four-wheel drive machines"
"590","Audi","have their dealership lots brimming with","four-wheel drive machines"
"590","Mercedes","have their dealership lots brimming with","four-wheel drive machines"
"590","Jaguar F-Pace","Like","Porsche Macan"
"591","GM","'s","Lansing , Michigan , factory"
"591","Lansing , Michigan , factory","makes","Camaro"
"591","factory in Lordstown , Ohio","builds","Cruze"
"591","spokesman for the company",",","Tom Wickham"
"591","Mexico","(","Ford"
"591","Canada","(","Dodge"
"591","dollar","stronger than","Mexican peso"
"591","dollar","stronger than","Canadian dollar"
"591","Michigan","went","Republican"
"591","Ohio","went","Republican"
"592","Chinese company",",","LeEco"
"592","LeEco","known for","smartphones"
"592","LeEco","known for","televisions"
"592","LeEco","raised a billion dollars to build","Tesla Model S fighter"
"592","Tesla Model S fighter","dubbed","LeSEE"
"592","Aston Martin","collaborating with","LeEco"
"592","electric cars","would fight","Tesla Model S"
"592","electric cars","would fight","Porsche Mission E"
"592","Aston Martin","investing in","new models"
"592","Aston Martin","investing in","hybrid hypercar"
"593","Hyundai","’ s","N division"
"593","Autocar","spoke to","Hyundai"
"593","Hyundai spokesman","told","Autocar"
"593","Hyundai UK ’ s CEO",",","Tony Whitehorn"
"594","Audi Sport division","wants to double the number of","RS models"
"594","Division boss",",","Stephan Winkelmann"
"594","former Lamborghini CEO",",","Stephan Winkelmann"
"594","Stephan Winkelmann","told","Autocar"
"594","Audi","'s","RS lineup"
"594","RS lineup","limited to","RS3"
"594","RS lineup","limited to","RSQ3"
"594","RS lineup","limited to","TT RS Coupe"
"594","RS lineup","limited to","RS6"
"594","RS lineup","limited to","RS7"
"595","B-Class Electric Drive","with","all-electric range of 87 miles"
"595","B-Class Electric Drive","with","seating for five"
"595","B-Class Electric Drive","has","Tesla guts"
"595","B-Class Electric Drive","has","lithium-ion battery pack"
"595","electric motor","with","177 hp"
"595","electric motor","with","251 lb-ft of instant torque"
"595","Mercedes","had a partnership with","Tesla"
"595","B-Class Electric Drive","costs a heck of a lot less than","Model S"
"595","B-Class Electric Drive","costs a heck of a lot less than","Model X"
"596","Lister","reviving","Knobbly"
"596","10 continuation road legal models","based on","1950s D-Type Le Mans racecar"
"596","new sports car","known as","Thunder"
"596","Thunder","based on","Jaguar F-Type coupe"
"596","Thunder","revealed in","January 2018"
"596","F-Type","’ s","supercharged 5.0-liter V8"
"596","supercharged 5.0-liter V8","produce","666 horsepower"
"596","Jaguar","’ s","F-Type SVR"
"596","F-Type SVR","has","567 hp"
"597","Audi","famous for","Quattro all-wheel technology"
"597","BMW","offer","AWD"
"597","Mercedes-Benz","offer","AWD"
"597","Mazda","understands the need to offer","AWD"
"597","CEO of Mazda North America",",","Masahiro Moro"
"598","Lykan HyperSport","notable for being","first ever Middle Eastern supercar"
"598","Lykan HyperSport","know for","jewel-embedded headlights"
"598","Lykan HyperSport","appearing in","Furious 7"
"598","W Motors","unveiled","Fenyr SuperSport"
"598","Fenyr SuperSport","made","world debut"
"598","RUF-tuned 4.0-liter flat six-cylinder Porsche motor","Powering","SuperSport"
"598","RUF-tuned 4.0-liter flat six-cylinder Porsche motor","tuned to produce","800 horsepower at 7,100 rpm"
"598","RUF-tuned 4.0-liter flat six-cylinder Porsche motor","tuned to produce","722 lb-ft of peak torque at 4000 rpm"
"598","SuperSport","has","lightweight carbon composite body"
"598","SuperSport","has","tubular aluminum chassis"
"599","futuristic transportation pod","revealed as","Fisker Orbit"
"599","China","'s","Hakim Unique Group"
"599","Fisker Orbit","will be","fully electric car"
"599","EMotion","with","fully autonomous technology"
"599","Fisker","known for","EV technology"
"599","Hakim Unique Group","isn ’ t as well-known in","US"
"600","Rolls-Royce","launching","Phantom flagship sedan"
"600","RR CEO Torsten Muller-Otvos","Speaking to","Autocar"
"600","Phantom","will be","pure EV"
"600","Rolls-Royce","has many customers in","Asia"
"600","BMW","’ s","semi-autonomous CoPilot system"
"601","Jaguar","returning to the track with","new GT4 race car"
"601","new GT4 race car","based on","F-Type SVR"
"601","F-Type SVR GT4","Revealed at","Autosport International Show"
"601","Autosport International Show","in","Birmingham , UK"
"601","F-Type SVR GT4","built in-house by","Jaguar"
"601","Two bespoke F-Type SVR GT4s","commissioned by","Invictus Games Racing"
"601","Jaguar Land Rover","'s","Special Vehicle Operations division"
"601","F-Type SVR GT4","Built to meet","GT4 racing specifications"
"601","F-Type SVR GT4","’ s","5.0-liter supercharged V8"
"601","F-Type SVR GT4","will compete in","British British GT Championship"
"602","Ford","unveiling","2018 Ford Mustang Bullitt"
"602","Ford","announced at","Detroit Auto Show"
"602","Ford","reviving","Mach 1 nameplate"
"602","Mach 1 Mustang","from","1970s"
"602","automaker 's battery electric division",",","automaker 's battery electric division"
"603","Ferrari 458 V8 engine","into","Toyota"
"603","Zoom Garage","created","V10-powered Toyota 86"
"603","Zoom Garage","replacing","2.5 liter boxer four-cylinder engine"
"603","S85 5.0-liter V10","from","E60-generation M5"
"603","V10-powered Toyota 86","fitted with","six-speed manual"
"603","six-speed manual","from","E92 M3"
"603","S85 5.0-liter V10","produces","520-hp"
"604","Mercedes-Benz G-Class off-roader","been around since","1979"
"604","2019 G-Class","Revealed at","Detroit Auto Show"
"604","2019 G-Class","features","multifunction steering wheel"
"604","multifunction steering wheel","with","touch-sensitive controls"
"604","touch-sensitive controls","for","infotainment system"
"604","2019 G-Class","features","metallic accents"
"604","2019 G-Class","features","carbon fiber trim"
"605","Ford","brought back","Bullitt Mustang"
"605","Bullitt","'s","50th anniversary"
"605","Bullitt Mustang","built back in","2008"
"605","Ford","tuned","5.0-liter Coyote V8"
"605","5.0-liter Coyote V8","produces","475 horsepower"
"605","5.0-liter Coyote V8","produces","420 lb-ft of torque"
"605","Ford","brought along","original 1968 Mustang GT fastback"
"605","Steve McQueen","drove","original 1968 Mustang GT fastback"
"605","2019 Bullitt Mustang","with","Dark Highland Green paint job"
"605","2019 Bullitt Mustang","comes with","12-inch all-digital LCD instrument cluster"
"606","Henrik Fisker","penning the designs of","Aston Martin DB9"
"606","Henrik Fisker","penning the designs of","Karma Revero"
"606","Henrik Fisker","penning the designs of","EMotion"
"606","Henrik Fisker","tried to revive coachbuilding with","Latigo"
"606","Latigo","Based on","E63 BMW 6-Series"
"606","Latigo","designed by","Henrik Fisker"
"606","Fisker Latigo","based on","2006 BMW M6"
"606","Fisker Latigo","features","5.0-liter V10"
"606","5.0-liter V10","tuned by","RD Sport"
"606","5.0-liter V10","produce","665 horsepower"
"607","BMW","planning to expand its line-up with","four-door 2 Series Gran Coupe"
"607","M2 variant","will essentially be a more practical version of","high-performance M2"
"607","BMW M2 Gran Coupe","arrive","2019"
"607","BMW M2 Gran Coupe","packing","365-hp"
"607","BMW M2 Gran Coupe","rivals","Audi RS3"
"607","BMW M2 Gran Coupe","rivals","Mercedes-AMG CLA 45"
"607","BMW M2 Gran Coupe","powered by","3.0-liter turbocharged in-line six engine"
"607","3.0-liter turbocharged in-line six engine","producing","365 horsepower"
"607","BMW M2 Gran Coupe","offered with","six-speed manual"
"607","BMW M2 Gran Coupe","offered with","seven-speed , dual-clutch automatic gearbox"
"608","Kia","compare its latest model with","Lamborghini"
"608","Kia","At","Detroit Auto Show"
"608","Kia","revealed","2019 Forte"
"608","2019 Forte","borrows some styling cues from","Stinger"
"608","Kia Forte product manager Derrick Ty","at","Detroit Auto Show"
"609","Lister","lifted the wraps off","Lister Thunder"
"609","Storm","based on","Jaguar XKJ"
"609","Lister Thunder","essentially","F-Type"
"609","Lister Thunder","packing","supercharged 5.0-liter V8"
"609","supercharged 5.0-liter V8","with","666 hp"
"609","Lister Lightning","more powerful than","Lister Thunder"
"609","641-hp Lamborghini Urus",",","fastest SUV in the world"
"610","GT3 RS","demolish","any track"
"610","GT3 RS","like","sore thumb"
"610","GT3 RS","given","proper paint job"
"610","GT3 RS","given","graphics"
"610","graphics","differentiate","GT3"
"610","GT3 RS","include","gloss black"
"610","GT3 RS","include","Porsche logo on the rear wing"
"610","GT3 RS","include","matte black paint"
"611","Subaru","leaking","sedan"
"611","Subaru","wraps off","sedan"
"611","sedan","borrows","style"
"611","sedan","flow to","sides"
"611","sedan","make","more aerodynamic"
"611","sedan","dubbed","Dynamic X Solid Design"
"611","sedan","with","lower and wider stance"
"611","sedan","looks","aggressive"
"612","Toyota","discontinuing","FJ Cruiser"
"612","FJ Cruiser","with","Toyota 4Runner"
"612","FJ Cruiser","with","Jeep Wrangler"
"612","FJ Cruiser","with","87,000 miles"
"612","FJ Cruiser","at","recent auction"
"612","FJ Cruiser","outbid by","another dealer"
"612","FJ Cruiser","final price","$ 18,000"
"613","911s","aren ’ t","tastefully"
"613","911s","outright","tacky"
"614","Pininfarina","known for","stunning cars"
"614","Pininfarina","gave","FF"
"614","Pininfarina","gave","Sergio"
"614","Pininfarina","operating at","loss"
"614","Pininfarina","debt of","$ 57 million"
"614","Pininfarina","worth","$ 116 million"
"615","Power","released","Satisfaction Study"
"615","Satisfaction Study","for","2015"
"615","Satisfaction Study","measures","dealership"
"615","Power","tallied","results"
"615","results","on","1,000-point scale"
"616","MINI","made","Cooper S"
"616","Cooper S","priced at","$ 37,100"
"616","Cooper S","opt for","manual transmission"
"616","Cooper S","gets","carbon fiber"
"616","Cooper S","exhaust","tips"
"616","Cooper S","features","red pinstripe"
"616","Cooper S","puts down","208 horsepower"
"616","Cooper S","benefits from","Tuning Kit"
"617","Broncatello","offering","advice"
"617","Broncatello","learned","hard way"
"617","Broncatello","shopping","2009 Corvette Z06"
"617","2009 Corvette Z06","with","19,000 miles"
"617","Broncatello","called","dealer"
"617","Broncatello","spoke with","owner"
"617","owner",",","Jones"
"617","Broncatello","found","Corvette"
"617","Broncatello","bought","ticket"
"617","ticket","to","Montana"
"618","E10 R","gain","ferocious 2.3-liter Ecoboost engine"
"618","ferocious 2.3-liter Ecoboost engine","out of","RS"
"618","RS","for","350 hp"
"618","E10 R","released","teaser photos"
"618","teaser photos","shows","OZ Ultraleggera forged alloy wheels"
"618","teaser photos","shows","carbon fiber components"
"618","carbon fiber components","points at","weight savings"
"619","GT","with","5.0-liter V8"
"619","Roush","added","2.3-liter TVS supercharger"
"619","Roush","churns out","670 hp and 545 lb-ft of torque"
"619","GT","has","435 hp and 400 lb-ft"
"619","Roush","has","Quad-Tip exhaust"
"619","Roush","has","standard single-adjustable coilover suspension system"
"619","Roush","has","aero body kit"
"619","Roush","has","race-inspired graphics"
"619","Roush","cost","$ 32,300"
"620","TTS","achieving","310 horsepower"
"620","ABT","Taking on","2.0-liter TFSI engine"
"620","ABT","with","TT Roadster"
"620","ABT","another","TTS"
"620","ABT","produce","305 hp and 324 lb-ft of torque"
"620","ABT","added","rear wing"
"620","ABT","added","rear diffuser"
"620","ABT","added","front bumper"
"620","ABT","added","suspension lowering kit"
"621","crew","led by","Morohoshi-san"
"621","crew","taken","auto customization"
"621","crew","cruising","streets of Tokyo"
"621","crew","at","night"
"621","crew","driving","cars"
"621","cars","look like","Fast and Furious movie"
"621","cars","includes","LED lights"
"621","cars","includes","holographic wraps"
"622","Chevrolet","debut","Camaro"
"622","Chevrolet","at","Belle Isle island park"
"622","Camaro","look like","Camaro"
"622","Camaro","is","evolutionary"
"622","low and wide look","have","low and wide look"
"622","Camaro","weigh","200 lbs"
"622","Camaro","offer","V8"
"623","guy","destroyed","Viper"
